symbol,hv20,hv50,hv100,date,cur_iv,days_percentile,close
SIEB,56,65,75,230823,68.44,328/  0%ile,2.17
SIEN,101,146,153,230825,143.12,306/ 85%ile,2.58
SIFY,85,136,122,230825,108.44,396/ 80%ile,2.23
SIG,33,35,45,230825,55.38,600/ 26%ile,68.07
SIGA,50,46,51,230825,49.15,560/  9%ile,4.63
SIGI,18,19,21,230825,30.99,424/ 42%ile,99.59
SII,34,27,26,230825,44.88,578/ 80%ile,32.17
SIJ,24,24,29,230111,55.08,172/ 84%ile,13.25
SIL,30,31,28,230825,33.53,600/  4%ile,25.61
SILJ,31,34,31,230825,41.07,600/  4%ile,9.23
SILK,38,88,73,230825,64.35,359/ 62%ile,20.18
SILV,99,71,56,230825,53.72,600/  6%ile,4.83
SIMO,37,90,69,230825,38.75,563/ 32%ile,54.19
SIRI,26,108,83,230825,46.72,525/ 81%ile,4.04
SITC,20,24,27,230825,37.23,351/ 65%ile,12.86
SITE,33,29,31,230825,34.59,154/  1%ile,157.43
SITM,52,46,61,230825,56.17,476/  3%ile,125.18
SIVR,23,25,24,230825,27.38,600/ 13%ile,23.21
SIX,38,38,48,230825,41.09,600/  1%ile,22.03
SIZE,11,11,13,230825,12.65,513/  0%ile,121.06
SJB,7,8,8,230825,14.61,258/ 27%ile,18.40
SJIM,18,0.0,0.0,230808,25.74,19/ 78%ile,24.16
SJM,16,17,17,230825,22.84,600/ 67%ile,142.10
SJNK,6,7,6,230207,7.58,58/  1%ile,24.62
SJT,42,49,50,230825,39.65,522/ 24%ile,6.87
SJW,16,21,22,230817,51.51,160/ 98%ile,66.51
SKE,49,47,49,230825,49.79,551/ 42%ile,4.65
SKF,22,24,28,230824,36.96,599/  7%ile,18.31
SKIL,86,89,98,230411,77.81,371/ 82%ile,1.29
SKIN,61,56,61,230825,62.98,600/ 31%ile,6.18
SKLZ,101,130,154,230825,87.87,535/ 16%ile,8.44
SKM,15,23,20,230807,21.56,356/  5%ile,19.76
SKT,24,23,25,230825,27.07,600/  7%ile,22.51
SKX,21,33,31,230825,33.37,600/ 11%ile,48.39
SKY,37,35,39,230825,42.93,600/ 11%ile,63.13
SKYT,92,72,66,230825,70.87,506/ 11%ile,6.37
SKYW,25,38,44,230825,37.72,600/  1%ile,40.17
SKYX,78,78,70,230818,147.50,248/ 86%ile,1.71
SKYY,23,22,22,230825,30.46,600/ 41%ile,76.77
SLAB,28,39,41,230825,39.18,600/ 26%ile,130.88
SLB,22,28,32,230825,31.78,600/  2%ile,56.46
SLCA,22,31,40,230825,47.58,599/  1%ile,12.28
SLDP,64,75,85,230825,79.38,538/ 38%ile,2.11
SLF,14,14,15,230825,21.58,503/ 66%ile,47.52
SLG,45,70,63,230825,45.78,593/ 76%ile,35.32
SLGC,88,74,78,230824,89.58,415/ 50%ile,2.01
SLGL,82,83,78,230824,113.68,306/ 95%ile,2.60
SLGN,9,35,32,230825,28.40,351/ 53%ile,44.96
SLI,62,53,63,230825,70.78,497/ 20%ile,3.45
SLM,22,22,30,230825,37.26,600/ 56%ile,14.29
SLNH,210,398,436,221021,136.25,203/ 95%ile,0.28
SLP,27,34,32,230822,34.90,339/  2%ile,44.97
SLQD,2.8,3.6,3.4,230811,25.98,62/ 70%ile,48.07
SLQT,92,90,135,230803,128.86,433/ 90%ile,1.27
SLRC,14,16,19,230824,15.94,85/ 21%ile,15.11
SLRN,64,92,0.0,230825,151.82,59/100%ile,24.51
SLS,68,73,79,230721,188.75,427/ 98%ile,1.49
SLV,24,25,25,230825,26.31,600/ 15%ile,22.22
SLVM,63,49,40,230825,34.66,474/  2%ile,40.43
SLVP,36,35,31,230825,32.46,356/  1%ile,9.39
SLX,19,21,26,230825,35.90,590/ 55%ile,65.41
SLYG,11,14,17,230825,29.24,433/ 44%ile,76.13
SLYV,11,16,19,230825,19.45,309/  6%ile,75.74
SM,29,39,43,230825,40.41,600/  0%ile,40.84
SMAR,38,39,50,230825,63.16,600/ 63%ile,40.02
SMBC,25,31,40,230418,82.87,70/ 94%ile,42.98
SMBK,22,28,32,230710,35.70,116/ 76%ile,23.00
SMCI,117,85,89,230825,65.95,518/ 71%ile,253.96
SMDD,33,38,46,230824,51.80,228/  6%ile,17.78
SMDV,9,14,18,230825,15.30,466/  4%ile,59.51
SMFG,23,28,28,230825,27.19,168/ 40%ile,8.92
SMG,77,62,58,230825,42.05,600/ 42%ile,51.57
SMH,29,26,29,230825,28.66,600/ 40%ile,149.09
SMHI,36,40,43,230825,63.16,445/ 24%ile,11.30
SMIN,13,10,10,230825,24.27,397/ 12%ile,61.98
SMLF,12,0.0,0.0,230815,35.09,14/ 64%ile,53.11
SMLP,49,40,43,230825,45.78,280/  7%ile,13.83
SMLV,9,12,17,230825,19.16,176/ 47%ile,103.60
SMMD,12,14,16,230825,16.60,183/  1%ile,56.51
SMMF,24,30,35,230726,36.56,8/100%ile,24.74
SMMT,111,99,115,230825,89.80,393/ 12%ile,1.78
SMN,17,27,31,230825,35.68,589/  4%ile,9.49
SMOG,17,21,19,230815,22.94,497/  5%ile,113.47
SMP,35,26,25,230818,40.64,175/ 92%ile,36.92
SMPL,25,27,26,230822,29.24,581/  2%ile,34.46
SMR,51,58,53,230825,63.14,429/ 79%ile,5.85
SMRT,49,56,62,230825,85.80,474/ 68%ile,3.29
SMSI,98,99,89,230825,95.67,591/ 90%ile,1.34
SMTC,35,38,45,230825,60.31,600/ 95%ile,25.31
SMWB,71,65,63,230825,70.94,354/ 29%ile,7.02
SNA,13,22,25,230825,24.37,600/ 20%ile,264.65
SNAP,40,55,59,230825,53.92,600/ 19%ile,9.25
SNBR,60,102,84,230825,69.14,600/ 74%ile,22.24
SNCY,78,57,52,230825,50.09,500/ 23%ile,14.69
SND,64,63,75,230821,59.75,360/  0%ile,1.86
SNDL,94,79,80,230825,87.56,408/ 23%ile,1.58
SNDR,17,23,23,230824,30.78,388/ 38%ile,29.03
SNDX,40,32,39,230825,100.81,375/ 94%ile,18.70
SNEX,34,29,39,230825,36.58,454/ 26%ile,95.88
SNN,19,22,23,230825,39.22,411/ 81%ile,26.76
SNOW,47,49,58,230825,44.80,600/ 10%ile,152.55
SNPE,11,11,12,230824,30.24,200/ 68%ile,40.36
SNPO,44,56,51,230825,66.05,293/ 24%ile,9.76
SNPS,25,22,29,230825,25.01,599/  7%ile,442.24
SNSR,14,16,18,230731,23.89,145/ 39%ile,31.63
SNV,27,36,44,230825,41.49,599/ 72%ile,30.22
SNX,11,21,23,230825,30.74,592/ 24%ile,99.46
SNY,18,18,20,230825,22.65,600/ 42%ile,53.42
SO,17,19,17,230825,18.15,600/ 47%ile,68.09
SOCL,23,25,24,230824,28.65,576/ 43%ile,36.56
SOFI,86,69,76,230825,59.25,600/  4%ile,8.29
SOHU,39,34,30,230824,43.13,592/  4%ile,10.59
SOI,32,43,46,230824,55.00,567/ 60%ile,10.26
SOL,53,50,53,230825,79.84,596/ 30%ile,3.38
SOLO,171,178,175,230818,145.92,480/ 95%ile,0.74
SON,16,19,21,230825,25.83,596/ 78%ile,56.57
SOND,80,153,212,221125,93.13,148/ 51%ile,0.50
SONO,35,35,55,230825,48.58,600/ 27%ile,13.68
SONY,29,24,25,230825,22.79,600/  3%ile,81.10
SOPH,94,82,0.0,230825,121.25,54/ 90%ile,2.40
SOUN,106,130,124,230825,130.82,313/ 59%ile,2.32
SOVO,80,54,45,230825,16.86,426/  2%ile,22.54
SOXL,88,82,85,230825,79.83,600/ 34%ile,20.66
SOXQ,30,29,30,230825,32.56,343/ 40%ile,27.52
SOXS,89,84,91,230825,86.02,600/ 34%ile,10.72
SOXX,29,28,29,230825,29.57,600/ 41%ile,485.71
SOYB,21,27,23,230825,27.81,598/ 87%ile,28.57
SP,30,25,25,230825,32.38,314/ 11%ile,38.90
SPAB,8,8,7,230808,147.50,179/100%ile,24.80
SPB,22,18,23,230825,25.21,600/  1%ile,81.55
SPBO,10,9,0.0,230809,76.59,12/ 83%ile,28.19
SPCE,65,110,105,230825,91.93,600/ 43%ile,2.54
SPCX,4.7,6,6,230629,13.23,146/ 67%ile,23.81
SPDN,11,11,12,230823,15.15,513/  0%ile,14.57
SPDW,13,15,14,230825,16.27,342/ 30%ile,31.63
SPEM,13,16,15,230825,18.19,415/ 34%ile,34.03
SPEU,12,15,14,230825,17.47,592/ 37%ile,37.36
SPFF,16,16,18,221128,12.73,3/ 33%ile,8.80
SPFI,0.0,0.0,0.0,230824,41.40,7/ 57%ile,26.28
SPG,22,21,23,230825,19.05,600/  0%ile,110.73
SPGI,17,24,22,230825,20.92,600/ 12%ile,388.27
SPGM,11,11,11,230824,68.40,39/ 87%ile,51.55
SPGP,12,13,13,230825,28.12,510/ 85%ile,92.43
SPH,13,12,20,230623,15.26,320/  5%ile,14.52
SPHB,19,19,20,230825,23.79,599/  8%ile,73.05
SPHD,9,11,13,230825,15.13,600/ 47%ile,40.77
SPHQ,13,12,12,230825,17.86,517/ 23%ile,51.15
SPHR,60,57,70,230825,59.92,600/ 90%ile,33.84
SPHY,8,8,8,230403,16.06,11/ 81%ile,22.69
SPI,106,84,76,230201,137.50,359/ 82%ile,1.02
SPIB,6,6,6,230821,7.41,247/  9%ile,31.76
SPIP,8,7,7,230821,10.08,355/ 34%ile,25.28
SPIR,134,197,161,230608,104.41,362/ 71%ile,0.59
SPKX,56,47,47,230825,74.09,226/ 53%ile,9.35
SPKY,82,71,71,230825,100.93,221/ 10%ile,5.11
SPLB,16,14,14,230818,11.41,540/ 43%ile,22.23
SPLG,12,11,12,230825,16.15,600/ 25%ile,51.75
SPLK,51,42,38,230825,34.14,600/  4%ile,115.94
SPLV,9,9,9,230825,17.29,600/ 52%ile,61.22
SPMB,9,9,8,220902,23.87,7/ 14%ile,21.26
SPMD,11,12,15,230818,34.50,184/ 51%ile,45.26
SPMO,10,10,12,230825,26.56,165/ 50%ile,57.89
SPNS,32,25,29,230825,32.19,412/  5%ile,29.48
SPNT,33,31,37,230822,58.13,479/ 77%ile,10.73
SPOK,45,58,47,230825,41.66,297/ 90%ile,13.79
SPOT,30,51,42,230825,35.26,600/  1%ile,137.22
SPPI,69,67,121,230731,101.71,457/ 25%ile,1.03
SPR,132,90,82,230825,56.48,600/ 73%ile,20.65
SPRO,108,86,78,230817,145.00,396/ 92%ile,1.28
SPRU,127,117,131,230811,103.17,495/ 61%ile,0.81
SPRX,40,0.0,0.0,230823,47.00,13/ 84%ile,17.46
SPRY,34,40,113,230825,94.97,423/ 44%ile,6.94
SPSB,3.5,4.5,4.0,230707,9.03,77/ 38%ile,29.34
SPSC,37,30,29,230825,37.33,593/ 19%ile,179.48
SPSM,11,15,18,230825,19.64,592/ 10%ile,38.31
SPT,64,56,56,230825,55.04,600/  3%ile,47.42
SPTI,7,7,7,230824,11.98,281/ 62%ile,27.81
SPTL,19,16,15,230825,17.57,600/ 50%ile,27.88
SPTM,11,11,12,230825,17.72,600/ 31%ile,54.02
SPTN,21,22,24,230825,28.79,584/  3%ile,22.25
SPTS,0.0,2.2,3.2,221216,30.45,50/ 42%ile,28.72
SPUU,22,21,23,230825,34.46,295/ 13%ile,90.11
SPVM,8,12,14,230825,30.53,151/ 74%ile,48.14
SPVU,11,14,16,230824,39.11,241/ 83%ile,40.66
SPWH,47,41,59,230825,57.60,433/ 82%ile,4.93
SPWR,54,65,61,230825,67.28,600/ 35%ile,6.95
SPXC,37,30,43,230825,39.85,592/ 78%ile,78.49
SPXE,11,10,11,230825,27.12,207/ 50%ile,93.87
SPXL,35,32,34,230825,39.96,600/ 25%ile,85.93
SPXN,12,11,11,230818,25.15,64/ 17%ile,95.20
SPXS,36,32,34,230825,45.27,600/ 20%ile,14.60
SPXT,10,9,10,230817,45.66,12/ 41%ile,72.97
SPXU,35,33,35,230825,44.72,600/ 15%ile,11.11
SPXV,12,11,12,230824,32.19,221/ 46%ile,92.49
SPY,12,11,11,230825,13.09,599/ 29%ile,439.97
SPYD,10,13,14,230825,15.34,599/ 36%ile,36.63
SPYG,13,12,12,230825,18.27,600/ 24%ile,60.83
SPYV,12,11,12,230825,19.71,600/ 69%ile,42.67
SPYX,13,12,12,230824,40.95,314/100%ile,35.82
SQ,59,53,46,230825,41.38,600/  8%ile,55.86
SQM,21,34,50,230825,37.05,598/  6%ile,63.56
SQNS,98,80,86,230807,45.83,218/  0%ile,2.76
SQQQ,52,49,50,230825,58.17,600/ 16%ile,19.82
SQSP,27,41,45,230825,39.97,555/  0%ile,29.16
SR,14,15,20,230809,25.00,419/ 49%ile,58.85
SRAD,50,47,46,230825,45.35,483/  0%ile,11.45
SRC,15,17,20,230825,22.19,418/ 40%ile,38.30
SRCE,22,24,30,230817,68.60,347/ 77%ile,44.17
SRCL,23,33,31,230825,43.85,547/ 90%ile,43.10
SRDX,30,47,50,230816,63.70,185/ 80%ile,37.46
SRE,17,16,16,230825,18.99,600/ 26%ile,71.56
SRET,14,17,18,230825,12.50,197/  7%ile,21.13
SRG,49,40,37,230825,40.07,600/  7%ile,7.44
SRI,59,43,47,230807,35.46,288/  0%ile,20.03
SRL,37,48,50,230530,34.38,295/  3%ile,5.91
SRLN,4.4,3.8,3.8,230524,4.30,246/  2%ile,41.87
SRPT,29,35,58,230825,57.31,600/ 37%ile,119.00
SRRK,81,75,76,230825,91.88,316/ 18%ile,6.08
SRS,25,29,32,230825,37.49,600/ 26%ile,18.31
SRT,63,67,65,230825,85.00,369/ 81%ile,3.01
SRTS,99,83,119,230825,97.55,510/ 72%ile,3.03
SRTY,35,45,53,230825,55.46,600/  1%ile,42.79
SRVR,12,17,16,230818,18.05,153/ 56%ile,28.17
SSB,15,26,33,230825,39.50,371/ 81%ile,69.87
SSD,21,27,31,230825,31.17,558/ 27%ile,154.05
SSG,75,61,70,230823,78.04,348/ 92%ile,7.35
SSL,48,41,39,230825,47.92,556/ 29%ile,12.80
SSNC,18,23,22,230825,26.32,600/ 40%ile,55.89
SSO,23,21,23,230825,28.24,600/ 23%ile,56.60
SSP,71,61,59,230825,42.52,513/  8%ile,7.61
SSRM,24,27,32,230825,36.95,600/  4%ile,14.50
SSSS,37,39,39,230811,60.94,439/ 93%ile,3.60
SST,114,91,82,230809,101.25,487/ 91%ile,1.82
SSTI,101,72,83,230825,57.76,284/ 35%ile,20.21
SSTK,52,46,48,230825,50.06,600/ 68%ile,41.64
SSYS,38,47,47,230825,43.19,599/  7%ile,14.06
ST,17,27,29,230825,30.34,598/ 33%ile,37.10
STAA,46,43,45,230825,52.02,600/ 12%ile,41.73
STAG,17,21,20,230825,19.82,562/ 27%ile,36.38
STBA,18,30,34,230427,32.25,84/ 75%ile,28.36
STC,23,26,24,230825,39.69,461/ 47%ile,44.45
STE,14,15,24,230825,30.04,598/ 38%ile,226.40
STEM,84,75,79,230825,82.24,600/ 48%ile,5.02
STEP,27,28,31,230823,29.21,385/  0%ile,29.27
STER,55,45,54,230719,56.99,215/ 36%ile,14.00
STGW,55,55,55,230825,59.25,570/ 21%ile,4.98
STHO,37,33,0.0,230818,57.38,22/ 90%ile,13.57
STIM,41,48,58,230810,135.63,475/ 92%ile,1.61
STIP,2.7,3.0,2.9,230823,20.05,269/ 72%ile,97.08
STKH,168,148,136,221206,110.00,161/ 62%ile,1.12
STKL,106,77,60,230825,84.87,599/ 95%ile,4.20
STKS,34,35,43,230825,78.29,499/ 89%ile,6.71
STLA,20,26,28,230825,32.72,600/ 44%ile,18.18
STLD,30,30,36,230825,36.81,600/  8%ile,101.76
STM,27,32,34,230825,35.57,600/ 36%ile,46.29
STN,19,16,18,230825,22.70,420/ 21%ile,66.27
STNE,52,53,55,230825,52.71,600/ 15%ile,12.19
STNG,24,38,39,230825,42.82,600/  0%ile,50.27
STOK,50,119,103,230825,102.66,144/ 67%ile,5.72
STPZ,3.1,3.5,3.4,230825,10.60,264/ 97%ile,50.18
STR,23,29,33,230825,33.44,558/ 16%ile,24.18
STRA,23,25,28,230825,36.07,580/ 10%ile,78.24
STRL,82,56,47,230825,43.03,529/ 34%ile,78.56
STRO,54,46,60,230825,73.13,407/  4%ile,4.60
STT,23,37,36,230825,31.43,600/ 50%ile,67.55
STTK,81,84,72,230807,99.58,186/ 73%ile,2.14
STVN,51,41,39,230825,58.14,281/ 48%ile,32.38
STWD,19,26,29,230825,20.79,600/ 44%ile,19.70
STX,32,30,34,230825,31.49,600/  8%ile,64.42
STXS,89,83,82,230615,99.38,259/ 46%ile,1.66
STZ,14,17,18,230825,19.01,600/ 10%ile,259.49
SU,24,26,27,230825,26.48,600/  0%ile,32.91
SUI,16,25,23,230825,29.84,590/ 57%ile,123.96
SUM,30,27,28,230825,32.50,598/  1%ile,36.13
SUN,15,12,14,230825,16.07,599/ 14%ile,44.75
SUNL,293,244,216,221219,97.92,372/ 84%ile,0.14
SUNW,132,137,131,230725,102.15,455/ 10%ile,0.89
SUP,42,39,51,230825,69.87,490/ 46%ile,3.50
SUPL,10,15,15,230818,39.03,81/ 34%ile,38.91
SUPN,41,33,31,230825,40.34,548/ 11%ile,31.39
SUPV,54,71,68,230825,60.63,246/ 52%ile,2.95
SURG,70,87,84,230825,66.35,539/ 58%ile,4.75
SUSA,12,11,12,230825,23.31,433/ 28%ile,93.08
SUSB,5,6,5,230119,90.00,8/100%ile,23.83
SUSL,12,12,12,220920,21.47,1/100%ile,77.26
SUZ,24,26,0.0,230825,44.38,13/ 61%ile,10.18
SVAL,10,16,22,230727,75.24,17/100%ile,27.24
SVC,26,30,34,230825,41.47,597/ 17%ile,8.22
SVIX,60,50,49,230825,61.43,351/ 31%ile,27.69
SVM,45,48,44,230825,63.86,549/ 31%ile,2.53
SVRA,59,70,71,230825,75.82,173/  6%ile,3.67
SVXY,30,25,24,230825,25.64,600/  2%ile,85.19
SWAN,11,11,10,230824,21.82,312/ 82%ile,24.97
SWAV,59,45,46,230825,44.69,592/  6%ile,214.47
SWBI,23,49,40,230825,55.31,598/ 69%ile,12.21
SWI,64,45,37,230823,47.05,514/ 62%ile,10.53
SWIM,89,80,96,230824,88.70,448/ 46%ile,3.61
SWK,26,27,34,230825,28.83,600/ 30%ile,89.22
SWKS,26,28,29,230825,27.19,600/  6%ile,105.39
SWN,32,33,38,230825,42.12,600/  1%ile,6.47
SWTX,56,54,56,230825,84.78,473/ 47%ile,27.84
SWX,26,22,24,230825,23.44,411/ 12%ile,63.89
SXC,54,42,39,230825,39.73,568/ 15%ile,9.04
SXI,31,25,29,230822,31.40,513/  3%ile,156.72
SXT,18,23,24,230825,32.56,445/ 45%ile,60.09
SY,100,85,86,230626,90.94,331/ 77%ile,1.33
SYBT,29,33,38,230825,39.85,95/ 53%ile,44.85
SYF,20,23,27,230825,35.22,600/ 42%ile,31.85
SYK,18,16,18,230825,20.06,600/  6%ile,278.12
SYLD,10,13,18,230825,32.57,396/ 56%ile,61.81
SYM,174,133,116,230825,74.10,289/ 36%ile,37.26
SYNA,38,37,47,230825,43.83,600/ 19%ile,86.49
SYNH,2.2,3.5,29,230825,48.52,512/ 73%ile,42.49
SYPR,51,46,53,230825,51.09,446/  0%ile,2.07
SYRS,60,59,62,230825,107.50,271/ 63%ile,4.00
SYY,13,14,18,230825,21.75,600/ 17%ile,69.76
SZK,18,21,20,230823,37.44,30/ 46%ile,15.40
T,15,31,34,230825,22.19,599/ 58%ile,14.11
TAC,25,28,26,230825,33.33,348/ 47%ile,9.68
TACT,55,56,61,230817,58.44,420/ 18%ile,6.80
TAGS,16,26,22,230630,82.67,89/100%ile,31.13
TAIL,11,11,12,230821,17.66,299/ 12%ile,13.33
TAK,11,12,18,230824,18.13,424/  5%ile,15.23
TAL,44,72,70,230825,61.29,600/  6%ile,6.71
TALO,25,33,49,230825,48.93,598/  2%ile,16.75
TAN,29,30,28,230825,33.90,600/ 20%ile,56.17
TAP,23,20,22,230825,19.96,600/  0%ile,62.85
TARA,55,71,71,230825,65.00,398/  1%ile,2.22
TARK,67,78,71,230825,69.70,313/ 12%ile,60.86
TARO,25,26,49,230821,41.49,60/ 91%ile,37.93
TARS,72,103,82,230727,69.45,74/ 13%ile,17.38
TASK,77,64,58,230825,62.47,499/  2%ile,9.93
TAST,64,70,86,230825,67.83,438/ 30%ile,6.60
TBBK,27,33,46,230825,58.72,301/ 83%ile,35.59
TBF,19,16,16,230825,17.72,544/ 38%ile,23.56
TBI,27,52,50,230825,53.47,386/ 82%ile,15.39
TBIL,1.6,1.8,2.0,230314,21.53,11/  9%ile,50.05
TBIO,105,102,105,230620,160.00,62/ 91%ile,1.10
TBLA,73,72,76,230825,72.45,523/ 52%ile,3.54
TBNK,77,55,91,230814,74.69,49/100%ile,10.73
TBPH,31,26,27,230825,51.56,554/ 34%ile,9.45
TBT,38,33,32,230825,31.84,600/ 30%ile,34.31
TCBI,25,35,45,230822,44.24,579/ 55%ile,60.63
TCBK,20,31,42,230823,39.62,295/ 37%ile,34.65
TCMD,58,51,51,230825,52.44,309/ 23%ile,18.35
TCN,27,27,27,230825,31.86,387/ 25%ile,8.31
TCOM,36,34,36,230825,50.16,600/ 54%ile,39.15
TCON,210,172,163,230424,148.13,251/ 78%ile,0.25
TCPC,26,22,21,230503,30.94,38/ 89%ile,12.15
TCRT,427,302,227,230602,165.00,353/ 83%ile,0.14
TCS,123,90,82,230825,77.50,590/ 84%ile,2.24
TCX,95,76,80,230825,75.33,389/ 84%ile,22.74
TD,18,18,21,230825,18.87,600/ 44%ile,59.08
TDC,69,46,40,230825,28.49,600/  0%ile,44.33
TDCX,128,84,71,230825,73.48,107/ 17%ile,5.90
TDG,21,18,19,230825,26.21,504/ 17%ile,864.77
TDIV,15,15,16,230825,21.05,522/ 30%ile,57.56
TDOC,42,72,59,230825,45.60,600/ 15%ile,22.04
TDS,247,164,125,230825,58.91,549/ 94%ile,17.59
TDUP,117,93,97,230825,96.22,503/ 47%ile,3.62
TDV,13,0.0,0.0,230809,37.31,15/ 60%ile,64.60
TDW,30,43,48,230825,45.06,566/  1%ile,61.13
TDY,21,24,22,230825,26.93,527/ 25%ile,408.55
TEAM,73,57,58,230825,45.79,600/ 24%ile,191.02
TECB,21,19,19,230825,25.01,22/ 72%ile,37.35
TECH,26,27,31,230825,41.16,415/ 76%ile,80.16
TECK,31,34,40,230825,36.71,600/  3%ile,39.97
TECL,60,54,55,230825,59.77,600/ 34%ile,47.71
TECS,56,51,55,230825,61.60,599/ 19%ile,15.01
TEF,34,32,33,221213,79.00,134/100%ile,3.93
TEL,15,16,20,230825,20.68,599/  4%ile,128.64
TELA,37,49,48,230825,83.24,68/ 70%ile,9.00
TELL,81,94,104,230825,102.82,600/ 47%ile,1.17
TENB,29,36,49,230825,41.78,600/ 16%ile,44.13
TEO,44,47,50,230808,59.69,362/ 82%ile,5.47
TER,32,32,33,230825,32.14,600/  3%ile,103.78
TERN,86,103,0.0,230825,114.95,323/ 83%ile,5.63
TEVA,47,37,41,230825,33.41,600/  0%ile,9.70
TEX,32,33,42,230825,37.59,600/  2%ile,56.28
TFC,25,34,44,230825,36.45,600/ 83%ile,28.81
TFFP,149,146,157,221103,187.00,381/100%ile,0.38
TFI,6,4.8,5,221021,4.69,104/ 19%ile,45.18
TFII,17,31,36,230825,34.74,571/ 25%ile,127.33
TFIN,25,30,38,230825,55.57,550/ 60%ile,64.00
TFSL,21,20,25,230809,29.91,208/ 80%ile,13.44
TFX,21,23,27,230825,33.56,271/ 42%ile,216.14
TG,83,63,60,230825,42.70,355/ 80%ile,5.11
TGB,67,78,78,230825,71.92,503/ 35%ile,1.35
TGH,23,21,26,230824,31.61,598/ 15%ile,39.72
TGI,112,75,62,230825,53.08,598/ 22%ile,9.09
TGLS,62,56,52,230825,48.61,538/  5%ile,33.86
TGNA,10,15,21,230825,23.97,443/  8%ile,16.45
TGS,44,55,52,230713,61.31,338/ 71%ile,12.89
TGT,25,23,26,230825,26.24,600/ 26%ile,121.79
TGTX,253,167,138,230825,84.10,598/ 29%ile,10.48
TH,61,49,52,230825,61.12,537/ 27%ile,15.46
THC,28,25,27,230825,40.31,600/ 21%ile,74.23
THCH,56,77,83,230825,82.08,262/ 12%ile,2.29
THCX,47,51,53,230825,59.75,594/ 38%ile,16.67
THD,16,18,16,230825,24.57,485/ 83%ile,69.22
THFF,18,23,30,230804,41.40,338/ 73%ile,36.04
THG,16,18,21,230717,23.75,350/ 37%ile,105.59
THO,24,25,38,230825,34.33,600/  5%ile,101.35
THR,31,26,33,230815,37.55,345/  6%ile,25.56
THRM,48,38,34,230825,35.80,403/  9%ile,59.79
THRN,104,81,68,230825,65.14,129/ 12%ile,7.81
THRX,0.0,0.0,0.0,230823,70.00,1/100%ile,3.15
THRY,29,24,32,230825,37.42,547/  2%ile,21.11
THS,38,29,26,230825,30.81,600/  7%ile,45.24
THTX,113,136,138,230801,76.88,185/  3%ile,1.03
TIGO,27,37,37,230808,40.41,133/  1%ile,15.27
TIGR,85,84,73,230825,74.66,600/ 44%ile,3.48
TIL,0.0,102,80,221114,164.26,70/100%ile,0.45
TILE,28,26,38,230825,35.23,454/  1%ile,9.87
TILL,18,28,23,230821,43.51,59/ 96%ile,34.99
TIMB,22,24,25,230824,31.25,356/  6%ile,15.15
TINT,14,16,17,230804,44.73,22/ 54%ile,31.79
TINY,22,22,23,230824,61.30,146/100%ile,36.54
TIO,203,153,0.0,230825,135.00,65/ 30%ile,0.91
TIP,7,7,6,230825,11.73,600/ 92%ile,105.43
TIPT,31,26,31,230825,34.88,371/  2%ile,16.25
TIPX,7,7,7,221207,13.58,36/ 27%ile,18.23
TITN,30,30,52,230825,57.79,600/ 91%ile,28.29
TIXT,34,90,68,230825,43.18,316/ 48%ile,8.86
TJX,19,16,16,230825,18.54,600/  1%ile,88.82
TK,29,35,43,230825,40.63,495/  2%ile,6.69
TKC,45,49,48,230825,41.88,302/ 51%ile,5.40
TKR,38,31,33,230825,34.14,600/ 45%ile,74.61
TLH,16,14,13,230825,13.18,492/ 46%ile,104.21
TLRY,132,122,111,230825,107.19,600/ 79%ile,2.34
TLS,99,93,106,230825,89.38,583/ 67%ile,2.04
TLT,19,16,16,230825,15.83,600/ 37%ile,95.22
TLYS,21,30,40,230825,54.39,581/ 49%ile,8.31
TM,23,22,24,230825,27.50,600/ 80%ile,164.46
TMC,203,210,177,230825,115.08,551/ 31%ile,1.27
TMCI,68,55,50,230825,56.02,272/ 20%ile,15.39
TMDX,70,54,55,230825,61.05,575/  9%ile,62.51
TME,42,48,52,230825,52.14,600/ 16%ile,6.48
TMF,55,46,46,230825,51.40,600/ 44%ile,6.09
TMFC,16,15,15,230825,20.27,324/ 16%ile,40.32
TMHC,28,30,31,230825,38.48,595/ 19%ile,44.29
TMO,21,22,21,230825,21.01,600/  4%ile,541.59
TMP,20,29,38,230821,74.05,247/100%ile,51.47
TMPO,210,185,234,230125,155.00,269/ 93%ile,0.25
TMST,35,32,35,230825,49.75,595/  3%ile,20.88
TMUS,16,17,22,230825,22.15,600/ 16%ile,133.35
TMV,57,48,47,230825,43.81,600/ 17%ile,144.35
TNA,36,45,53,230825,52.93,600/  5%ile,32.59
TNC,23,20,32,230417,30.96,297/ 31%ile,82.01
TNDM,62,63,59,230825,62.70,600/ 69%ile,27.06
TNET,20,23,34,230825,28.07,593/  4%ile,106.06
TNK,28,35,46,230825,46.90,599/  4%ile,41.13
TNL,25,28,29,230825,32.62,600/  4%ile,39.79
TNP,36,39,41,230825,53.01,600/ 25%ile,20.54
TNYA,67,54,92,230825,97.00,221/ 42%ile,4.26
TOKE,21,24,21,230822,43.57,200/ 41%ile,5.82
TOL,29,27,26,230825,32.19,600/ 15%ile,77.40
TOLZ,9,12,12,230727,58.04,10/ 50%ile,45.19
TOON,121,137,109,230825,105.00,432/ 51%ile,1.47
TOST,65,66,59,230825,47.61,481/  1%ile,21.23
